CGPA,Branch,Role,Duration,Offer type,Gender,Company,Industry,Stpd,CTC,Details,No. of students placed,Additional Info
8.47,ME,Analyst,FTE,Full-time,M,Everest,Technology,,11.1,,,
7.92,CE,Analyst,FTE,Full-time,M,Everest,Technology,,11.1,,,
7.97,CH,Analyst,FTE,Full-time,M,Everest,Technology,,11.1,,,
8.02,EE,SDE,FTE,Full-time,M,FNZ,Automobile,,11,11 lpa,7,Junior Analyst: Testing
7.74,EE,SDE,FTE,Full-time,M,FNZ,Automobile,,11,,,
8.99,EE,SDE,FTE,Full-time,M,FNZ,Automobile,,11,,,
8.73,EP,SDE,FTE,Full-time,M,FNZ,Automobile,,11,,,
8.75,PE,SDE,FTE,Full-time,M,FNZ,Automobile,,11,,,
7.84,AE,SDE,FTE,Full-time,M,FNZ,Automobile,,11,,,
No data,BT,SDE,FTE,Full-time,F,FNZ,Automobile,,11,,,
9.19,ME,Analyst,6M + FTE,6M+FTE,M,FNZ,Automobile,40,11,10.5 lpa base + 50K joining bonus,2,Business Analyst
8.88,CH,Analyst,6M + FTE,6M+FTE,M,FNZ,Automobile,40,11,,,
8.11,SE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,11 lpa,12,
8.46,MCE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
8.72,MCE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
8.12,MCE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
7.68,ECE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
7.19,ECE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
8.22,ECE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
8.55,EE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
9.29,EP,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
7.57,EP,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
8.46,EP,,FTE,Full-time,F,National Australia Bank (NAB),Telecommunications,,11,,,
8.09,AE,,FTE,Full-time,M,National Australia Bank (NAB),Telecommunications,,11,,,
8.1,ME,Core,6M + FTE,6M+FTE,M,National Australia Bank (NAB),Telecommunications,45,10.75,45K pm + 10.75 lpa,2,
7.59,ME,Core,6M + FTE,6M+FTE,M,National Australia Bank (NAB),Telecommunications,45,10.75,,,
7.87,ME,Core,PPO,PPO,M,Reliance,Consulting,,10.5,7.5 lpa (fixed) + 3L (retention bonus - 2 yrs)),1,
7.51,SE,SDE,6M + FTE,6M+FTE,M,Micron,Background Verification,,10.4,10.4 lpa,1,Enterprise Application
7.43,CO,SDE,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,10.14 lpa,18,Graduate Engineer Trainee
7.64,CO,SDE,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
7.82,CO,SDE,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
7.25,CO,SDE,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
7.2,CO,SDE,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
7.98,CO,SDE,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
7.08,EE,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
8,EE,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
9.08,EE,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
7.9,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
6.68,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
9.26,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
8.43,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
5,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
8.49,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
9.35,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
7.32,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
9.08,ME,Core,FTE,Full-time,M,Maruti Suzuki,Automobile,,10.14,,,
8.04,CO,SDE,6M + FTE,6M+FTE,M,Tejas Networks,Consulting,30,10.04,"30K pm
10.04 lpa",2,
7.72,IT,SDE,6M + FTE,6M+FTE,M,Tejas Networks,Consulting,30,10.04,,,
7.79,ECE,Analyst,FTE,Full-time,M,Evalueserve,Recruitment,,10,10 lpa,8,Insights & Advisory Analyst
9.2,EE,Analyst,FTE,Full-time,M,Evalueserve,Recruitment,,10,,,
8.87,ME,Analyst,FTE,Full-time,M,Evalueserve,Recruitment,,10,,,
8.9,ME,Analyst,FTE,Full-time,M,Evalueserve,Recruitment,,10,,,
8.56,EP,Analyst,FTE,Full-time,M,Evalueserve,Recruitment,,10,,,
9.05,CH,Analyst,FTE,Full-time,M,Evalueserve,Recruitment,,10,,,
8.85,CH,Analyst,FTE,Full-time,M,Evalueserve,Recruitment,,10,,,
8.49,CH,Analyst,FTE,Full-time,F,Evalueserve,Recruitment,,10,,,
7.82,IT,SDE,6M + FTE,6M+FTE,M,OnGrid,Food Delivery,25,10,"25K pm
10 lpa",3,
7.79,IT,SDE,6M + FTE,6M+FTE,M,OnGrid,Food Delivery,25,10,,,
7.54,SE,SDE,6M + FTE,6M+FTE,M,OnGrid,Food Delivery,25,10,,,
9.28,CO,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,"40K pm

10 lpa",11,Business Analyst
7.64,IT,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.86,MCE,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.14,ECE,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.36,ME,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
7.12,ME,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
No data,ME,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.32,ME,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.1,EP,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.56,CE,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.94,CH,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.85,ME,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,3,Technical Analyst (Vehicle Quality)
8.27,AE,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
6.9,AE,Analyst,6M + PPO,PPO,M,Spinny,Banking,40,10,,,
8.49,CO,SDE,6M + FTE,6M+FTE,M,Kanerika Associate,Software,21,10,10 (fixed) + perks,2,
6.87,IT,SDE,6M + FTE,6M+FTE,F,Kanerika Associate,Software,21,10,,,
7.96,CO,SDE,6M + PPO,PPO,M,RnF,Telecommunications,40,10,"40K pm

8 - 10 lpa",3,
8.79,SE,SDE,6M + PPO,PPO,M,RnF,Telecommunications,40,10,,,
7.6,MCE,SDE,6M + PPO,PPO,M,RnF,Telecommunications,40,10,,,
5.05,IT,SDE,6M + PPO,PPO,M,GoGrab,Consulting,18,10,"18K pm
8lpa / 10lpa",2,Software Engineer role
No data,EP,SDE,6M + PPO,PPO,M,GoGrab,Consulting,18,10,,,
8.01,CO,,Intern + FTE,Full-time,F,Macquarie Group,Battery Technology,60,10,"60K pm
9 - 10 lpa (performance based offer)",3,12 month Apperenticeship Program + FTE
7.24,IT,,Intern + FTE,Full-time,F,Macquarie Group,Battery Technology,60,10,,,
7.29,MCE,,Intern + FTE,Full-time,F,Macquarie Group,Battery Technology,60,10,,,
7.05,CO,Data Science,FTE,Full-time,M,Turing,Consulting,,10,10 lpa,2,Data Analyst
7.08,IT,Data Science,FTE,Full-time,M,Turing,Consulting,,10,,,
8.53,SE,SDE,FTE,Full-time,M,Orange Business,Telecommunications,,10,10 lpa,2,
8.01,EE,SDE,FTE,Full-time,M,Orange Business,Telecommunications,,10,,,
No data,IT,SDE,6M + FTE,6M+FTE,M,KPMG,Insurance,30,10,10 lpa,4,AI Software Engineer
6.19,EE,SDE,6M + FTE,6M+FTE,M,KPMG,Insurance,30,10,,,
7.06,EE,SDE,6M + FTE,6M+FTE,M,KPMG,Insurance,30,10,,,
8.42,EP,SDE,6M + FTE,6M+FTE,F,KPMG,Insurance,30,10,,,
8.41,CO,Analyst,6M + PPO,PPO,M,Battery Smart,Technology,25,10,"25K pm
10 lpa",4,Business Analyst
7.98,ME,Analyst,6M + PPO,PPO,M,Battery Smart,Technology,25,10,,,
7.65,EP,Analyst,6M + PPO,PPO,M,Battery Smart,Technology,25,10,,,
8.41,AE,Analyst,6M + PPO,PPO,M,Battery Smart,Technology,25,10,,,
8.29,IT,SDE,FTE,Full-time,M,Cognitio,E-commerce,,9.8,9.8 lpa,2,Data Engineer
8.32,MCE,SDE,FTE,Full-time,M,Cognitio,E-commerce,,9.8,,,
9.12,ME,Analyst,FTE,Full-time,M,Cognitio,E-commerce,,9.8,,3,Data Analyst
9.07,EP,Analyst,FTE,Full-time,M,Cognitio,E-commerce,,9.8,,,
8.68,AE,Analyst,FTE,Full-time,M,Cognitio,E-commerce,,9.8,,,
8.04,CO,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,"9.74 lpa

7.15 lpa fixed + 71500 variable + 75000 joining bonus + 1.13 lpa stocks",8,
8.32,CO,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,,,
9.31,CO,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,,,
7.48,CO,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,,,
No data,SE,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,,,
8.38,SE,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,,,
8.2,SE,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,,,
7.29,SE,SDE,FTE,Full-time,M,Verizon,Consulting,,9.74,,,
6.74,CE,,FTE,Full-time,M,Verizon,Consulting,,9.56,9.56 lpa,6,
8.71,CE,,FTE,Full-time,M,Verizon,Consulting,,9.56,,,
7.51,CE,,FTE,Full-time,M,Verizon,Consulting,,9.56,,,
7.91,CE,,FTE,Full-time,M,Verizon,Consulting,,9.56,,,
7.4,EN,,FTE,Full-time,M,Verizon,Consulting,,9.56,,,
7.5,EN,,FTE,Full-time,M,Verizon,Consulting,,9.56,,,
No data,CO,SDE,FTE,Full-time,M,Digit Insurance,Consulting,,9.5,"8 - 9.5 lpa (scroll down)
50K relocation benefits
3.5L group medical coverage
21L group term life cover
21L group personal accident cover",3,"Trainee Developer
1 year training period"
8.03,CO,SDE,FTE,Full-time,M,Digit Insurance,Consulting,,9.5,,,
7.42,IT,SDE,FTE,Full-time,M,Digit Insurance,Consulting,,9.5,,,
8.59,CE,Core,Intern + PPO,PPO,M,Structures Online,Technology,25,9.2,"25K pm

9.2 lpa",7,3 month intern + PPO
7.08,CE,Core,Intern + PPO,PPO,M,Structures Online,Technology,25,9.2,,,
8.94,CE,Core,Intern + PPO,PPO,M,Structures Online,Technology,25,9.2,,,
8.49,CE,Core,Intern + PPO,PPO,M,Structures Online,Technology,25,9.2,,,
7.06,CE,Core,Intern + PPO,PPO,M,Structures Online,Technology,25,9.2,,,
No data,CE,Core,Intern + PPO,PPO,M,Structures Online,Technology,25,9.2,,,
8.6,CE,Core,Intern + PPO,PPO,M,Structures Online,Technology,25,9.2,,,
7.8,CO,SDE,Intern + PPO,PPO,M,OLX,Insurance,30,9,9 lpa base + 10% variable pay,5,1 year intern + PPO
7.38,CO,SDE,Intern + PPO,PPO,M,OLX,Insurance,30,9,,,
8.27,CO,SDE,Intern + PPO,PPO,M,OLX,Insurance,30,9,,,
8.29,IT,SDE,Intern + PPO,PPO,M,OLX,Insurance,30,9,,,
9.23,IT,SDE,Intern + PPO,PPO,M,OLX,Insurance,30,9,,,
9.01,CO,Analyst,FTE,Full-time,F,PwC,Education,,9,CTC : 9 lpa,7,
8.65,CO,Analyst,FTE,Full-time,F,PwC,Education,,9,,,
No data,CO,Analyst,FTE,Full-time,M,PwC,Education,,9,,,
7.31,SE,Analyst,FTE,Full-time,F,PwC,Education,,9,,,
6.96,ECE,Analyst,FTE,Full-time,M,PwC,Education,,9,,,
6.32,ECE,Analyst,FTE,Full-time,M,PwC,Education,,9,,,
6.92,EE,Analyst,FTE,Full-time,M,PwC,Education,,9,,,
7.31,EP,Analyst,6M + PPO,PPO,M,GreyOrange,Software,20,9,"20K pm
9 lpa",1,Technical Product Management
8.41,CO,,FTE,Full-time,M,Aaj Entreprises,Training,,9,9 lpa,1,
8.39,CO,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,"25K pm

9 lpa (fixed)",8,
8.29,CO,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,,,
8.23,CO,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,,,
8.22,CO,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,,,
9.03,CO,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,,,
8.95,CO,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,,,
7.89,IT,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,,,
8.69,SE,SDE,6M + FTE,6M+FTE,M,MAQ Software,Software,25,9,,,
7.95,IT,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,"25K pm

9 lpa
(5 fixed + 4 performance based incentives)",26,Non-blocking opportunity
6.5,IT,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.27,SE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
5.97,ECE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
5.94,ECE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.51,ECE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
6.58,ECE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
No data,ECE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
6.99,EE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.11,ME,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.22,ME,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.62,ME,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
6.86,ME,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.83,ME,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
6.11,EP,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.24,PE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
6.09,PE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
No data,PE,Other,6M + FTE,6M+FTE,F,Intellipaat,Insurance,25,9,,,
No data,EN,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
8.23,CE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
No data,CE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
No data,CE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
8.45,CE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
5.49,AE,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
8.68,CH,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
No data,CH,Other,6M + FTE,6M+FTE,M,Intellipaat,Insurance,25,9,,,
7.93,CO,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,"40K pm

9 lpa (base) + other perks",9,
8.18,CO,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
8.53,CO,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
8.19,IT,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
8.44,IT,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
8.2,MCE,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
7.54,MCE,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
7.85,MCE,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
7.63,MCE,SDE,6M + FTE,6M+FTE,M,RxLogix India,Engineering,40,9,,,
8.41,CO,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,"9 lpa

(7 lpa base)",18,
8.22,CO,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.41,CO,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
No data,IT,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
8.39,ECE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
6.73,ECE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
No data,ECE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.18,ECE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.19,ECE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
8.06,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.45,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.58,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
5.6,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.59,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.27,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
No data,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
8.93,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
7.48,EE,Analyst,FTE,Full-time,M,"PricewaterhouseCoopers
(PwC)",Aviation,,9,,,
No data,EE,Analyst,6M + PPO,PPO,M,Care Health Insurance,Confectionery,25,8.65,"25K pm
8.65 lpa",3,
7.69,ME,Analyst,6M + PPO,PPO,M,Care Health Insurance,Confectionery,25,8.65,,,
8.11,EN,Analyst,6M + PPO,PPO,M,Care Health Insurance,Confectionery,25,8.65,,,
7.99,CO,SDE,6M + PPO,PPO,M,Care Health Insurance,Confectionery,25,8.65,"25K pm
8.65 lpa",2,
8.1,IT,SDE,6M + PPO,PPO,F,Care Health Insurance,Confectionery,25,8.65,,,
7.6,ECE,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,"8.5 lpa

(8.3 lpa fixed + 20K medical insurance)",14,
7.82,EE,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
7.52,EE,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
7.66,EE,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.82,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
No data,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.81,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.83,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
7.94,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
9.33,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.75,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.79,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.4,ME,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.94,CE,Core,FTE,Full-time,M,Samsung Engineering India (SEI),Pharmaceuticals,,8.5,,,
8.49,SE,SDE,FTE,Full-time,M,United Airlines,Construction,,8.5,8.5 lpa + benefits,4,Associate Engineer
7.62,ECE,SDE,FTE,Full-time,M,United Airlines,Construction,,8.5,,,
7.63,ECE,SDE,FTE,Full-time,M,United Airlines,Construction,,8.5,,,
9.36,EP,SDE,FTE,Full-time,M,United Airlines,Construction,,8.5,,,
7.3,ECE,Analyst,FTE,Full-time,M,United Airlines,Construction,,8.5,,1,Associate Data Analyst
